2;2735
4;821
8;1094
16;1641
32;3556
64;10122
128;33377
256;88913
512;157581
1024;360031
2048;1196089
4096;4367695
8192;15441368
16384;57180010
32768;210862416
65536;785373680
131072;2950776227
262144;11108997862
524288;42127427539
